,Index_Data,Prediction
310,3126,9678.5
311,3127,12509.563
312,3131,6675.317
313,3142,7541.268
314,3143,0.0
315,3146,5642.742
316,3157,7607.4995
317,3162,7055.7363
318,3165,8478.851
319,3168,0.0
320,3170,0.0
321,3172,7772.23
322,3175,5866.132
323,3179,5767.519
324,3188,8068.4
325,3194,0.0
326,3200,5436.761
327,3209,4346.5205
328,3231,11071.563
329,3235,3516.5093
330,3238,7450.4175
331,3276,9666.262
332,3283,0.0
333,3286,5141.1797
334,3306,0.0
335,3328,10999.637
336,3340,8089.9556
337,3347,0.0
338,3351,5649.101
339,3357,7180.1255
340,3364,4583.665
341,3374,6773.2266
342,3402,9251.257
343,3407,0.0
344,3420,7519.1055
345,3434,5991.5356
346,3436,4634.14
347,3442,8112.9824
348,3448,5540.921
349,3456,4287.465
350,3467,5296.684
351,3473,4475.4663
352,3486,7017.1113
353,3496,3777.7688
354,3509,5856.1016
355,3517,5975.4014
356,3519,9109.0205
357,3521,4433.0938
358,3534,1923.4775
359,3539,3181.034
360,3551,9191.552
361,3556,3769.7268
362,3559,10061.006
363,3573,6698.5713
364,3600,6619.716
365,3602,1971.446
366,3617,4669.2085
367,3635,8306.227
368,3641,7409.384
369,3648,8820.299
370,3676,0.0
371,3694,0.0
372,3707,7202.891
373,3708,4198.2666
374,3716,10204.462
375,3734,0.0
376,3738,8963.678
377,3744,8343.33
378,3746,8622.094
379,3749,12536.7295
380,3777,4341.8745
381,3794,9586.138
382,3804,4098.565
383,3813,22780.229
384,3828,6486.389
385,3840,9230.345
386,3843,5708.175
387,3844,0.0
388,3856,7500.566
389,3864,5964.955
390,3865,5011.257
391,3891,4882.514
392,3893,5830.6753
393,3896,4728.582
394,3910,5455.01
395,3920,6225.4556
396,3922,6259.0015
397,3929,0.0
398,3931,0.0
399,3932,3024.3809
400,3941,3988.0044
401,3946,3743.874
402,3966,3685.5571
403,3975,8875.5
404,3977,0.0
405,3986,3935.7947
406,3989,24332.996
407,3993,6064.158
408,3996,4080.4219
409,4016,27001.275
410,4020,6980.3647
411,4023,0.0
412,4031,7775.3584
413,4040,8810.675
414,4041,0.0
415,4042,0.0
416,4052,4917.721
417,4067,0.0
418,4071,9135.9
419,4104,6612.9946
420,4110,2540.9392
421,4122,9038.198
422,4127,8003.16
423,4129,7172.3193
424,4130,0.0
425,4162,3951.7668
426,4180,4148.456
427,4181,7192.727
428,4190,4187.2812
429,4195,0.0
430,4196,4166.4453
431,4215,3725.6912
432,4233,0.0
433,4236,0.0
434,4240,4508.6226
435,4258,3971.9463
436,4264,5185.533
437,4268,9632.7
438,4269,7819.463
439,4286,6362.2783
440,4300,8932.979
441,4303,0.0
442,4320,12702.686
443,4323,7930.995
444,4327,12326.533
445,4339,4650.364
446,4354,6068.379
447,4366,3922.4446
448,4371,5592.9116
449,4388,7655.223
450,4422,6346.601
451,4433,0.0
452,4434,6793.777
453,4436,10706.331
454,4452,11742.159
455,4474,4867.5874
456,4482,3723.5496
457,4495,0.0
458,4521,7265.4844
459,4552,3103.1428
460,4555,9469.526
461,4556,6037.297
462,4560,7924.3906
463,4577,6615.8486
464,4586,3718.342
465,4589,5400.9004
466,4618,0.0
467,4620,6386.094
468,4642,5942.031
469,4654,6498.777
470,4674,11603.495
471,4684,3585.2695
472,4710,7540.929
473,4711,5786.0884
474,4717,5855.859
475,4736,4112.642
476,4745,6036.9536
477,4747,6982.3325
478,4767,5678.332
479,4774,8263.587
480,4790,4906.0947
481,4792,7541.1074
482,4796,9246.44
483,4799,10280.21
484,4819,6450.26
485,4828,7844.949
486,4840,4765.2266
487,4844,7802.346
488,4851,4202.7905
489,4870,0.0
490,4878,0.0
491,4894,3635.711
492,4898,0.0
493,4919,8891.704
494,4923,0.0
495,4924,0.0
496,4933,3839.2627
497,4977,7714.549
498,4987,9604.236
499,4994,6606.3594
500,5005,5189.5454
501,5007,5939.9946
502,5009,4595.86
503,5016,6438.848
504,5031,0.0
505,5032,5606.491
506,5049,9378.682
507,5052,14413.964
508,5053,6042.8135
509,5087,5100.472
510,5101,10709.101
511,5132,0.0
512,5171,6565.796
513,5178,3672.1519
514,5189,13945.901
515,5196,3491.9573
516,5205,4503.763
517,5210,9744.751
518,5211,9516.596
519,5234,2492.3965
520,5238,8279.211
521,5242,8527.608
522,5253,5265.2944
523,5262,3728.5435
524,5318,6443.001
525,5327,0.0
526,5334,7487.9873
527,5366,4750.8184
528,5384,5632.715
529,5395,0.0
530,5397,3632.2097
531,5399,8105.387
532,5419,7893.4336
533,5431,6363.1553
534,5432,7351.8135
535,5435,6956.1167
536,5437,5252.7505
537,5481,3992.9172
538,5482,10489.003
539,5485,7526.748
540,5497,4977.41
541,5502,6929.956
542,5513,6438.2554
543,5517,4609.08
544,5533,5567.548
545,5535,2194.0334
546,5539,4171.292
547,5561,0.0
548,5574,10642.091
549,5588,0.0
550,5593,9235.354
551,5607,3445.5269
552,5647,8592.736
553,5662,15373.959
554,5669,2942.031
555,5692,5273.0596
556,5713,8812.3955
557,5720,6715.6045
558,5726,4936.6523
559,5735,7495.384
560,5758,4076.2844
561,5765,3378.2153
562,5793,10887.186
563,5798,1973.9792
564,5822,10060.559
565,5824,6298.9097
566,5826,7629.246
567,5829,8718.147
568,5831,0.0
569,5835,6567.254
570,5853,4690.383
571,5875,2988.1272
572,5879,10211.804
573,5883,5742.1978
574,5890,5402.9966
575,5914,7838.6494
576,5921,5869.6406
577,5922,4467.3027
578,5935,4082.493
579,5944,5740.8135
580,5950,0.0
581,5977,6846.6978
582,5987,0.0
583,5988,11823.163
584,5994,7910.0303
585,6009,4030.3591
586,6019,12799.873
587,6045,8742.059
588,6056,7082.0117
589,6073,6337.103
590,6088,4459.453
591,6094,8435.01
592,6104,17006.916
593,6118,0.0
594,6125,9546.281
595,6155,0.0
596,6166,3945.5215
597,6171,4409.5996
598,6172,8077.773
599,6174,0.0
600,6185,6102.9976
601,6191,4757.753
602,6196,8366.5625
603,6218,12441.854
604,6221,8817.873
605,6226,0.0
606,6232,0.0
607,6233,4802.551
608,6248,11726.953
609,6253,3455.3254
610,6273,4002.4988
611,6280,2177.5757
612,6287,5804.2495
613,6290,0.0
614,6299,0.0
615,6315,10332.224
616,6323,6231.5073
617,6331,0.0
618,6333,4695.9243
619,6334,5582.1743
620,6369,2576.3108
621,6376,0.0
622,6382,8409.756
623,6383,5897.0864
624,6407,9585.681
625,6408,7485.4194
626,6412,0.0
627,6419,5877.672
628,6428,3445.2168
629,6434,7308.041
630,6448,9981.854
631,6451,4745.985
632,6458,9351.874
633,6470,7187.262
634,6472,0.0
635,6480,4549.106
636,6482,4255.419
637,6486,7923.1123
638,6503,0.0
639,6507,5160.2
640,6527,4018.879
641,6529,5963.2153
642,6540,7022.0728
643,6550,9550.389
644,6552,4517.142
645,6553,7907.6357
646,6555,4075.8071
647,6588,16188.244
648,6607,8304.411
649,6612,2757.8381
650,6634,6045.851
651,6652,2687.9941
652,6655,8615.821
653,6661,0.0
654,6681,6479.468
655,6691,6510.153
656,6707,4118.087
657,6710,7504.6597
658,6714,2531.1785
659,6720,4098.538
660,6726,0.0
661,6731,14800.488
662,6740,0.0
663,6749,0.0
664,6768,10753.305
665,6775,0.0
666,6778,5860.888
667,6791,5574.1514
668,6829,9698.262
669,6842,0.0
670,6849,4207.0386
671,6858,6835.7744
672,6863,5010.629
673,6890,5184.1177
674,6918,6019.7324
675,6920,2253.4077
676,6923,7181.5503
677,6932,0.0
678,6933,0.0
679,6946,5252.386
680,6947,2592.114
681,6973,0.0
682,6992,6038.1543
683,7005,8026.861
684,7007,4300.2686
685,7027,12911.355
686,7035,6581.497
687,7055,4379.6436
688,7056,3501.263
689,7095,10713.534
690,7112,0.0
691,7113,5507.7783
692,7119,0.0
693,7122,0.0
694,7126,5185.976
695,7127,2441.2856
696,7138,29578.475
697,7139,13863.073
698,7162,8661.448
699,7166,8221.089
700,7169,7800.884
701,7181,4359.7734
702,7190,10819.236
703,7199,0.0
704,7200,5090.0454
705,7232,7106.839
706,7259,9874.209
707,7263,6645.25
708,7266,4802.397
709,7267,6605.0845
710,7299,6666.5635
711,7301,5867.803
712,7302,5128.209
713,7307,9654.563
714,7309,7632.5586
715,7323,10052.457
716,7325,9201.199
717,7330,0.0
718,7334,6746.4316
719,7338,0.0
720,7342,6511.473
721,7349,0.0
722,7362,8642.452
723,7363,0.0
724,7394,0.0
725,7399,16255.814
726,7420,6639.248
727,7428,5606.774
728,7434,5158.016
729,7450,7871.9604
730,7451,8479.569
731,7455,0.0
732,7492,5925.23
733,7507,24329.48
734,7518,2864.2532
735,7521,5501.3867
736,7526,5658.632
737,7557,10519.835
738,7560,10419.699
739,7570,0.0
740,7573,6437.847
741,7576,5094.582
742,7594,14749.434
743,7601,6570.959
744,7634,8865.391
745,7668,4354.43
746,7670,0.0
747,7682,7200.9663
748,7693,0.0
749,7696,0.0
750,7711,7701.716
751,7713,11529.122
752,7719,8109.565
753,7720,9564.852
754,7732,13672.373
755,7734,6031.6934
756,7742,6131.4106
757,7753,4224.0728
758,7779,10893.562
759,7793,12183.752
760,7797,8187.4004
761,7812,3042.8086
762,7824,16263.128
763,7835,3403.299
764,7855,8267.306
765,7862,9126.588
766,7884,10903.032
767,7894,0.0
768,7904,1854.5065
769,7913,7229.377
770,7920,8523.984
771,7930,0.0
772,7936,4666.9614
773,7958,4282.2803
774,7963,0.0
775,7973,0.0
776,7979,6832.985
777,7984,0.0
778,7986,3770.0215
779,7987,6267.5903
780,8006,6037.4585
781,8015,6107.55
782,8017,6703.0063
783,8031,0.0
784,8037,3056.5676
785,8064,6280.404
786,8073,5200.048
787,8083,3497.9749
788,8090,1847.636
789,8094,8297.532
790,8113,4322.405
791,8114,4232.6626
792,8119,0.0
793,8123,4195.9346
794,8158,0.0
795,8161,7358.6084
796,8167,4271.6797
797,8181,6671.8906
798,8195,4929.744
799,8207,7021.951
800,8215,8165.6377
801,8223,5979.231
802,8252,9545.727
803,8255,0.0
804,8287,3764.0044
805,8309,5584.73
806,8312,7616.958
807,8319,4686.1406
808,8327,7008.48
809,8353,0.0
810,8365,0.0
811,8378,5113.8457
812,8385,3560.5571
813,8387,10349.451
814,8400,3272.5623
815,8402,5625.6475
816,8403,7234.8125
817,8430,0.0
818,8438,5537.0186
819,8439,10120.133
820,8464,4297.869
821,8483,0.0
822,8503,6653.6523
823,8504,9104.844
824,8517,4787.1504
825,8522,12062.732
826,8525,5895.9976
827,8544,11736.987
828,8557,9207.628
829,8570,6671.6665
830,8583,5010.65
831,8590,4982.0806
832,8592,4482.844
833,8609,5120.585
834,8613,9104.56
835,8621,5536.232
836,8626,4623.8057
837,8627,5548.834
838,8637,2186.1921
839,8643,11948.93
840,8654,7571.039
841,8668,5463.3813
842,8713,6289.8706
843,8729,6082.8525
844,8732,6558.245
845,8748,3922.6292
846,8758,5188.345
847,8764,5568.6816
848,8765,0.0
849,8772,5380.5205
850,8776,20138.87
851,8783,5691.2544
852,8797,0.0
853,8805,13323.11
854,8817,3814.5754
855,8820,6807.236
856,8838,9741.83
857,8869,4251.199
858,8871,7937.3984
859,8879,9048.561
860,8888,3527.9265
861,8897,7840.019
862,8905,0.0
863,8907,6690.3374
864,8910,17772.025
865,8944,4802.9473
866,8953,3690.192
867,8989,5448.161
868,8990,4272.9507
869,8994,5755.007
870,9020,7236.391
871,9023,4355.0474
872,9024,2975.686
873,9047,7387.6226
874,9050,9674.614
875,9055,7771.0073
876,9064,10355.096
877,9065,0.0
878,9084,7003.8433
879,9089,13592.084
880,9103,6002.463
881,9111,6973.292
882,9112,17658.23
883,9144,4456.6895
884,9145,5594.137
885,9147,12501.917
886,9169,0.0
887,9184,0.0
888,9190,4699.341
889,9199,8903.834
890,9201,6384.378
891,9207,5962.9463
892,9220,7915.4346
893,9236,8458.784
894,9246,0.0
895,9252,8681.158
896,9286,5240.462
897,9316,3842.6675
898,9319,2348.853
899,9325,7988.832
900,9341,6819.6816
901,9343,0.0
902,9348,8525.347
903,9383,12921.684
904,9395,11657.066
905,9403,0.0
906,9408,15445.213
907,9410,7020.3174
908,9416,0.0
909,9423,5462.947
910,9444,0.0
911,9476,6275.954
912,9482,4330.962
913,9489,11650.58
914,9506,4478.3726
915,9512,5425.934
916,9522,8551.415
917,9566,6459.51
918,9577,0.0
919,9580,3713.1548
920,9592,4036.387
921,9601,9654.477
922,9607,10737.687
923,9619,12352.775
924,9627,12545.118
925,9628,8691.715
926,9638,4139.393
927,9641,5038.886
928,9652,8257.056
929,9653,4305.0464
930,9658,7489.3867
931,9682,0.0
932,9694,7184.1025
933,9702,0.0
934,9705,5512.6626
935,9727,0.0
936,9740,4646.2437
937,9750,9516.368
938,9756,0.0
939,9767,12424.751
940,9784,6664.073
941,9785,3944.1519
942,9787,4847.256
943,9791,5218.2036
944,9802,10042.405
945,9809,7015.727
946,9810,0.0
947,9811,5978.808
948,9824,4468.6836
949,9826,5700.4795
950,9835,8999.072
951,9857,10731.121
952,9859,5672.2407
953,9881,6971.3706
954,9886,4537.541
955,9897,5308.3667
956,9909,7431.2676
957,9910,5106.0537
958,9920,0.0
959,9931,5629.7646
960,9937,7451.756
961,9939,6233.3726
962,9940,4453.0186
963,9947,0.0
964,9949,6704.518
965,9972,7388.5635
966,9985,8925.604
967,9991,6148.427
968,10006,4962.67
969,10016,7592.5225
970,10031,0.0
971,10039,5742.9937
972,10046,10055.632
973,10048,3531.9207
974,10049,0.0
975,10052,3975.378
976,10064,0.0
977,10075,4936.334
978,10105,8756.07
979,10113,4577.8257
980,10118,4614.4067
981,10135,6022.136
982,10145,0.0
983,10147,8103.2363
984,10151,6465.3276
985,10153,4082.3499
986,10167,3186.0679
987,10177,5102.749
988,10208,5866.987
989,10268,5678.759
990,10296,1814.2961
991,10309,2023.4911
992,10316,0.0
993,10317,0.0
994,10344,4995.205
995,10349,5368.9653
996,10351,8698.826
997,10353,8213.425
998,10363,2312.1973
999,10369,12309.946
1000,10373,7710.005
1001,10378,6212.081
1002,10388,7500.6997
1003,10391,10680.876
1004,10392,0.0
1005,10393,3645.6875
1006,10402,0.0
1007,10438,11071.844
1008,10440,17217.604
1009,10442,9223.044
1010,10463,0.0
1011,10465,7010.6343
1012,10502,8261.367
1013,10513,5176.4316
1014,10526,2371.5007
1015,10534,5119.9443
1016,10552,0.0
1017,10560,6902.4653
1018,10568,10595.833
1019,10571,6826.4224
1020,10572,0.0
1021,10574,0.0
1022,10577,4721.594
1023,10594,6800.568
1024,10603,3829.1323
1025,10618,2783.3594
1026,10625,5649.759
1027,10635,5718.9956
1028,10641,13970.046
1029,10642,5614.2646
1030,10644,8578.915
1031,10653,8072.7993
1032,10657,5924.08
1033,10658,4042.7236
1034,10667,6247.7817
1035,10677,4011.0767
1036,10687,5506.3945
1037,10700,14492.145
1038,10703,7026.19
1039,10713,5336.855
1040,10720,5773.5093
1041,10732,0.0
1042,10737,0.0
1043,10744,5808.746
1044,10761,7973.4443
1045,10770,6301.6665
1046,10776,4243.235
1047,10778,9665.612
1048,10779,0.0
1049,10810,4260.554
1050,10811,2313.061
1051,10812,7265.3516
1052,10831,2891.1838
1053,10832,3944.4438
1054,10835,9271.897
1055,10837,0.0
1056,10848,8345.158
1057,10851,3280.3254
1058,10871,4921.762
1059,10872,11397.473
1060,10876,7811.4805
1061,10879,3173.823
1062,10887,0.0
1063,10890,7028.312
1064,10892,5494.3696
1065,10899,0.0
1066,10917,2925.5342
1067,10922,0.0
1068,10931,0.0
1069,10937,6201.152
1070,10940,7325.8096
1071,10948,10217.977
1072,10953,7394.122
1073,10977,5070.3467
1074,10981,4922.011
1075,10988,4817.2515
1076,11012,10632.625
1077,11016,9918.953
1078,11022,6446.888
1079,11037,7833.6914
1080,11050,7921.116
1081,11059,7740.564
1082,11061,4855.137
1083,11066,6588.5435
1084,11078,12948.3
1085,11081,12120.043
1086,11084,8937.318
1087,11085,6504.6064
1088,11089,2325.9446
1089,11090,4988.006
1090,11092,6191.05
1091,11094,5034.593
1092,11124,5194.362
1093,11133,7928.6904
1094,11141,8925.152
1095,11171,4492.4023
1096,11195,9342.777
1097,11196,5697.413
1098,11218,0.0
1099,11239,0.0
1100,11242,0.0
1101,11248,5243.715
1102,11256,6805.678
1103,11258,7591.379
1104,11283,6506.189
1105,11287,6889.4673
1106,11308,7891.8916
1107,11315,0.0
1108,11316,8643.811
1109,11351,0.0
1110,11381,5689.794
1111,11407,4384.758
1112,11411,0.0
1113,11415,0.0
1114,11418,0.0
1115,11440,8178.4087
1116,11443,6907.435
1117,11464,4583.0635
1118,11485,4192.222
1119,11491,8785.825
1120,11501,9734.371
1121,11510,6775.0127
1122,11520,3975.5085
1123,11542,2784.451
1124,11550,10016.382
1125,11553,10950.569
1126,11554,3967.6836
1127,11578,0.0
1128,11587,13091.848
1129,11594,4285.344
1130,11624,14848.681
1131,11628,3570.5667
1132,11641,4269.958
1133,11645,5106.401
1134,11649,0.0
1135,11650,4307.0156
1136,11660,0.0
1137,11671,0.0
1138,11673,14413.644
1139,11678,8385.882
1140,11722,3478.4507
1141,11724,6601.2573
1142,11727,10186.416
1143,11728,4132.035
1144,11729,6328.416
1145,11741,4680.6694
1146,11765,11214.909
1147,11770,6416.437
1148,11774,3822.3618
1149,11781,8777.495
1150,11788,3287.5186
1151,11805,4215.283
1152,11813,6617.591
1153,11838,14418.837
1154,11845,7187.5957
1155,11863,7784.914
1156,11874,6566.4346
1157,11878,3914.0776
1158,11899,4072.513
1159,11905,8571.175
1160,11925,0.0
1161,11949,3583.3735
1162,11955,6561.7993
1163,11961,7891.902
1164,11965,0.0
1165,11999,3573.246
1166,12007,5616.815
1167,12031,19657.81
1168,12034,5302.256
1169,12060,3710.7397
1170,12069,7127.205
1171,12071,7729.9443
1172,12075,0.0
1173,12081,4602.4927
1174,12084,6394.441
1175,12089,0.0
1176,12093,7048.229
1177,12104,2089.8796
1178,12107,2727.254
1179,12114,6747.9053
1180,12122,4762.2817
1181,12124,13273.983
1182,12135,7514.9365
1183,12160,3966.5747
1184,12185,8850.257
1185,12199,5553.752
1186,12202,6820.6353
1187,12210,7489.204
1188,12219,4879.812
1189,12225,0.0
1190,12226,3973.0627
1191,12238,8005.9814
1192,12243,3606.0186
1193,12263,5947.11
1194,12264,9451.368
1195,12272,6106.0044
1196,12275,2770.19
1197,12281,5112.684
1198,12285,4787.387
1199,12291,3433.6987
1200,12301,6063.611
1201,12305,4487.3843
1202,12306,7342.1167
1203,12312,5775.564
1204,12313,7797.047
1205,12325,7995.7583
1206,12332,6275.1226
1207,12338,3756.046
1208,12340,9234.32
1209,12346,0.0
1210,12352,8175.072
1211,12358,10326.74
1212,12374,10350.475
1213,12413,0.0
1214,12414,5189.248
1215,12417,6722.578
1216,12426,4922.693
1217,12438,0.0
1218,12443,0.0
1219,12448,5545.4097
1220,12455,4946.432
1221,12464,6449.5415
1222,12484,11048.666
1223,12489,5099.9946
1224,12490,0.0
1225,12491,8046.364
1226,12496,5268.895
1227,12501,7612.9526
1228,12507,7899.353
1229,12508,0.0
1230,12516,8960.913
1231,12528,4422.392
1232,12532,4434.8794
1233,12540,6757.8784
1234,12546,7585.058
1235,12549,9523.556
1236,12553,4870.641
1237,12555,0.0
1238,12583,9062.176
1239,12586,5409.379
1240,12606,5208.722
1241,12612,0.0
1242,12622,5996.3374
1243,12625,11256.056
1244,12637,0.0
1245,12676,0.0
1246,12703,13125.525
1247,12751,6628.084
1248,12756,6020.8584
1249,12775,5208.7163
1250,12785,0.0
1251,12797,4215.6387
1252,12800,0.0
1253,12810,3449.5115
1254,12811,5051.0737
1255,12814,4491.3276
1256,12846,5415.764
1257,12849,3285.3696
1258,12854,4962.418
1259,12869,10111.779
1260,12879,6614.5938
1261,12885,11881.831
1262,12890,7646.528
1263,12892,0.0
1264,12897,4435.059
1265,12901,7485.5938
1266,12904,6286.8354
1267,12928,4504.799
1268,12954,6593.707
1269,12963,4964.1226
1270,12964,7879.737
1271,12979,0.0
1272,12994,5647.1704
1273,12999,4419.476
1274,13003,3634.412
1275,13021,0.0
1276,13038,5579.3257
1277,13042,0.0
1278,13046,6419.903
1279,13091,6344.2466
1280,13103,8887.516
1281,13108,16663.656
1282,13110,5266.4653
1283,13117,25376.88
1284,13133,0.0
1285,13141,14510.214
1286,13149,6574.062
1287,13168,11365.556
1288,13188,7691.8286
1289,13193,2562.0403
1290,13197,9185.815
1291,13201,3996.815
1292,13233,3977.5781
1293,13240,8287.18
1294,13253,0.0
1295,13258,5739.8086
1296,13265,6834.8027
1297,13271,0.0
1298,13280,3041.7642
1299,13291,13374.2
1300,13292,5899.6426
1301,13294,10973.087
1302,13309,0.0
1303,13346,2317.1162
1304,13353,12339.101
1305,13358,0.0
1306,13374,6341.0654
1307,13386,4430.3765
1308,13414,3705.4678
1309,13422,0.0
1310,13431,5831.976
1311,13452,0.0
1312,13454,5895.847
1313,13458,3079.8787
1314,13485,9472.271
1315,13486,10064.288
1316,13517,6732.4165
1317,13520,0.0
1318,13521,13345.92
1319,13524,0.0
1320,13535,11361.847
1321,13536,9127.38
1322,13541,9832.47
1323,13542,3794.2834
1324,13544,0.0
1325,13564,0.0
1326,13569,4970.0195
1327,13604,6671.959
1328,13614,0.0
1329,13624,0.0
1330,13629,9380.957
1331,13638,11199.332
1332,13642,4082.7139
1333,13664,0.0
1334,13671,7665.392
1335,13686,6422.021
1336,13687,0.0
1337,13691,4524.604
1338,13699,0.0
1339,13702,9846.171
1340,13708,0.0
1341,13713,5648.501
1342,13738,6314.508
1343,13743,6988.9727
1344,13777,7963.4385
1345,13785,5665.083
1346,13790,3754.0134
1347,13812,6032.8193
